"applicationdocsid","applicationdocstypeid","applno","submissiontype","submissionno","applicationdocstitle","applicationdocsurl","applicationdocsdate","tecode"
10610,1,207058,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207058Orig1s000ltr.pdf","2016-06-08 00:00:00",
40580,2,207058,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207058Orig1s000lbl.pdf","2016-06-10 00:00:00",
10611,1,207064,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/207064Orig1s000TAltr.pdf","2015-07-08 00:00:00",
23030,3,207070,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207070Orig1s000TOC.cfm","2016-06-27 00:00:00",
24524,21,207070,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207070Orig1s000SumR.pdf","2015-09-17 00:00:00",
32842,1,207070,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/207070Orig1s000ltr.pdf","2015-09-17 00:00:00",
40581,2,207070,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207070s000lbl.pdf","2015-09-23 00:00:00",
51683,20,207070,"ORIG",1,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/207070_tiotropium bromide_Spiriva_Clinical_PREA.pdf","1900-01-01 00:00:00",
51684,58,207070,"ORIG",1,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/207070_tiotropium bromide_Spiriva_Clinical addendum_PREA.pdf","1900-01-01 00:00:00",
51685,18,207070,"ORIG",1,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/207070_tiotropium bromide_Spiriva_Clinpharm_PREA.pdf","1900-01-01 00:00:00",
51686,17,207070,"ORIG",1,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/207070_tiotropium bromide_Spiriva_stat_PREA.pdf","1900-01-01 00:00:00",
51687,61,207070,"ORIG",1,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/207070_tiotropium bromide_Spiriva_stat 2_PREA.pdf","1900-01-01 00:00:00",
19956,2,207071,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207071s000lbl.pdf","2015-08-04 00:00:00",
32843,1,207071,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/207071Orig1s000ltr.pdf","2015-07-31 00:00:00",
43532,3,207071,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207071Orig1s000TOC.cfm","2016-04-13 00:00:00",
44955,21,207071,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207071Orig1s000SumR.pdf","2016-04-13 00:00:00",
54257,2,207078,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/207078s000lbl.pdf","2018-05-18 00:00:00",
54271,1,207078,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/207078Orig1s000ltr.pdf","2018-05-21 00:00:00",
54477,3,207078,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2018/207078Orig1s000TOC.cfm","2018-06-08 00:00:00",
49957,1,207092,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207092Orig1s000ltr.pdf","2017-10-05 00:00:00",
32844,1,207096,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207096Orig1s000ltr.pdf","2016-02-26 00:00:00",
40582,2,207096,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207096Orig1s000lbl.pdf","2016-03-04 00:00:00",
23031,3,207103,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207103Orig1s000TOC.cfm","2015-03-13 00:00:00",
32845,1,207103,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/207103Orig1s000ltr.pdf","2015-02-04 00:00:00",
40583,2,207103,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207103s000lbl.pdf","2015-02-03 00:00:00",
44956,21,207103,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207103Orig1s000SumR.pdf","2015-03-13 00:00:00",
10612,1,207103,"SUPPL",2,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207103Orig1s002ltr.pdf","2016-02-22 00:00:00",
19957,2,207103,"SUPPL",2,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207103s002lbl.pdf","2016-02-19 00:00:00",
52658,3,207103,"SUPPL",2,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/207103Orig1s002.pdf","2018-02-15 00:00:00",
47817,1,207103,"SUPPL",4,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207103Orig1s004ltr.pdf","2017-04-03 00:00:00",
47847,2,207103,"SUPPL",4,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207103s004lbl.pdf","2017-04-03 00:00:00",
52495,2,207103,"SUPPL",7,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/207103s007lbl.pdf","2018-02-07 00:00:00",
52535,1,207103,"SUPPL",7,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/207103Orig1s007ltr.pdf","2018-02-09 00:00:00",
45581,1,207113,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207113Orig1s000TAltr.pdf","2016-10-03 00:00:00",
32846,1,207114,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/207114MGLtr.pdf","2015-10-01 00:00:00",
19958,2,207131,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207131s000lbl.pdf","2015-09-09 00:00:00",
23032,3,207131,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207131Orig1s000TOC.cfm","2016-04-13 00:00:00",
24525,21,207131,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207131Orig1s000SumR.pdf","2016-04-13 00:00:00",
32847,1,207131,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/207131Orig1s000ltr.pdf","2015-08-24 00:00:00",
45551,1,207131,"SUPPL",3,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207131Orig1s003ltr.pdf","2016-10-14 00:00:00",
47279,2,207131,"SUPPL",3,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207131s003lbl.pdf","2017-02-22 00:00:00",
45189,1,207133,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207133Orig1s000ltr.pdf","2016-08-30 00:00:00",
46026,1,207137,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207137Orig1s000ltr.pdf","2016-12-06 00:00:00",
48794,1,207139,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207139Orig1s000ltr.pdf","2017-06-22 00:00:00",
48842,2,207139,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207139Orig1s000lbl.pdf","2017-06-27 00:00:00",
47630,2,207145,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207145lbl.pdf","2017-03-22 00:00:00",
47730,1,207145,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207145Orig1s000ltr.pdf","2017-03-28 00:00:00",
48180,3,207145,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/207145Orig1s000TOC.cfm","2017-05-01 00:00:00",
48756,2,207145,"SUPPL",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207145s001lbl.pdf","2017-06-19 00:00:00",
48775,1,207145,"SUPPL",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207145Orig1s001ltr.pdf","2017-06-20 00:00:00",
48780,14,207149,"ORIG",1,"Tentative Approval Letter","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207149Orig1s000TAltr.pdf","2017-06-20 00:00:00",
19959,2,207154,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207154s000lbl.pdf","2016-02-26 00:00:00",
32848,1,207154,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207154Orig1s000ltr.pdf","2016-02-26 00:00:00",
46009,3,207154,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/207154Orig1s000TOC.cfm","2016-12-02 00:00:00",
52585,20,207154,"ORIG",1,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/117_207154 dapsone clinical prea.pdf","1900-01-01 00:00:00",
52586,18,207154,"ORIG",1,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/118_207154 dapsone clinpharm prea.pdf","1900-01-01 00:00:00",
52587,17,207154,"ORIG",1,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/119_207154 dapsone statistical prea.pdf","1900-01-01 00:00:00",
54282,2,207154,"SUPPL",3,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/207154s003lbl.pdf","2018-05-22 00:00:00",
54321,1,207154,"SUPPL",3,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/207154Orig1s003ltr.pdf","2018-05-24 00:00:00",
19960,2,207155,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207155s000lbl.pdf","2016-03-15 00:00:00",
32849,1,207155,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207155Orig1s000,Orig2s000ltr.pdf","2016-03-14 00:00:00",
46006,3,207155,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/207155Orig1s000_Orig2s000TOC.cfm","2016-12-02 00:00:00",
50934,2,207155,"SUPPL",1,"0","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207155s001lbl.pdf","2017-12-27 00:00:00",
46005,3,207155,"ORIG",2,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/207155Orig1s000_Orig2s000TOC.cfm","2016-12-02 00:00:00",
46837,1,207160,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207160Orig1s000ltr.pdf","2017-01-13 00:00:00",
46954,2,207160,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207160Orig1s000lbl.pdf","2017-01-24 00:00:00",
10613,1,207166,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/207166MGltr.pdf","2015-10-13 00:00:00",
48830,1,207172,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207172Orig1s000ltr.pdf","2017-06-26 00:00:00",
19961,2,207174,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207174s000lbl.pdf","2016-03-04 00:00:00",
32850,1,207174,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207174Orig1s000ltr.pdf","2016-02-09 00:00:00",
46032,3,207174,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/207174Orig1s000TOC.cfm","2016-12-06 00:00:00",
46033,21,207174,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/207174Orig1s000SumR.pdf","2016-12-06 00:00:00",
49259,1,207179,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207179Orig1s000ltr.pdf","2017-08-07 00:00:00",
49692,1,207188,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207188Orig1s000ltr.pdf","2017-09-07 00:00:00",
49508,1,207193,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207193Orig1s000ltr.pdf","2017-08-22 00:00:00",
49516,2,207193,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207193Orig1s000lbl.pdf","2017-08-22 00:00:00",
46675,1,207201,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207201Orig1s000ltr.pdf","2017-01-05 00:00:00",
50398,2,207202,"ORIG",1,"0","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207202lbl.pdf","2017-11-13 00:00:00",
50415,1,207202,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207202Orig1s000ltr.pdf","2017-11-15 00:00:00",
55134,3,207202,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/207202Orig1s000TOC.cfm","2018-08-08 00:00:00",
48685,1,207210,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207210Orig1s000ltr.pdf","2017-06-09 00:00:00",
55252,2,207223,"ORIG",1,"0","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/206709s000,207223s000lbl.pdf","2018-08-21 00:00:00",
55253,8,207223,"ORIG",1,"0","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/206709s000,207223s000lbl.pdf#page=17","2018-08-21 00:00:00",
55328,1,207223,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/206709Orig1s000,207223Orig1s000Ltr.pdf","2018-08-27 00:00:00",
55462,3,207223,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2018/206709Orig1s000,207223Orig1s000TOC.cfm","2018-09-12 00:00:00",
45970,1,207231,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207231Orig1s000ltr.pdf","2016-11-30 00:00:00",
23033,3,207233,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207233Orig1s000TOC.cfm","2016-07-19 00:00:00",
32851,1,207233,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/207233Orig1s000ltr.pdf","2015-10-28 00:00:00",
40584,2,207233,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207233s000lbl.pdf","2015-10-27 00:00:00",
45224,1,207235,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207235Orig1s000ltr.pdf","2016-08-12 00:00:00",
48395,2,207238,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207238ORig1s000lbl.pdf","2017-05-17 00:00:00",
48404,1,207238,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207238Orig1s000ltr.pdf","2017-05-17 00:00:00",
49688,1,207252,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207252Orig1s000ltr.pdf","2017-09-07 00:00:00",
50042,19,207276,"APPL",0,"0","https://www.accessdata.fda.gov/scripts/cder/rems/index.cfm?event=RemsDetails.page&REMS=9","2017-10-12 00:00:00",
48313,1,207315,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207315Orig1s000TAltr.pdf","2017-05-09 00:00:00",
10614,1,207318,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207318Orig1s000ltr.pdf","2016-05-02 00:00:00",
23034,3,207318,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/207318Orig1s000TOC.cfm","2016-06-02 00:00:00",
40585,2,207318,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207318lbl.pdf","2016-05-02 00:00:00",
44957,21,207318,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/207318Orig1s000SumR.pdf","2016-06-02 00:00:00",
50106,1,207318,"SUPPL",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207318Orig1s001ltr.pdf","2017-10-19 00:00:00",
50152,2,207318,"SUPPL",1,"0","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207318s001lbl.pdf","2017-10-23 00:00:00",
52823,2,207318,"SUPPL",2,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/207318s002s004lbl.pdf","2018-03-06 00:00:00",
53014,1,207318,"SUPPL",2,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/207318Orig1s002s004ltr.pdf","2018-03-15 00:00:00",
54826,1,207318,"SUPPL",3,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/210793Orig1s000,207318Orig1s003ltr.pdf","2018-07-06 00:00:00",
55384,2,207318,"SUPPL",3,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210793_207318s003lbl.pdf","2018-09-05 00:00:00",
52824,2,207318,"SUPPL",4,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/207318s002s004lbl.pdf","2018-03-06 00:00:00",
53015,1,207318,"SUPPL",4,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/207318Orig1s002s004ltr.pdf","2018-03-15 00:00:00",
54486,2,207318,"SUPPL",5,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/207318s005lbl.pdf","2018-06-08 00:00:00",
54552,1,207318,"SUPPL",5,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/207318Orig1s005ltr.pdf","2018-06-14 00:00:00",
54442,1,207329,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/207329Orig1s000ltr.pdf","2018-06-05 00:00:00",
49878,1,207333,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207333Orig1s000ltr.pdf","2017-09-28 00:00:00",
50731,1,207338,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207338Orig1s000ltr.pdf","2017-12-18 00:00:00",
55673,2,207356,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/207356s000lbl.pdf","2018-09-28 00:00:00",
55859,1,207356,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/207356Orig1s000ltr.pdf","2018-10-10 00:00:00",
32852,1,207358,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207358Orig1s000ltr.pdf","2016-03-02 00:00:00",
49674,1,207364,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207364Orig1s000TAltr.pdf","2017-09-06 00:00:00",
45576,1,207366,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207366Orig1s000ltr.pdf","2016-10-14 00:00:00",
10615,1,207369,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/207369Orig1s000TAltr.pdf","2015-11-19 00:00:00",
50732,1,207382,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207382Orig1s000ltr.pdf","2017-12-18 00:00:00",
46585,1,207407,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207407Orig1s000ltr.pdf","2016-12-29 00:00:00",
47077,2,207407,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207407Orig1s000lbl.pdf","2017-01-31 00:00:00",
55401,1,207409,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/207409Orig1s000TAltr.pdf","2018-09-07 00:00:00",
10616,1,207416,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/207416Orig1s000ltr.pdf","2015-09-24 00:00:00",
46129,1,207426,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207426Orig1s000ltr.pdf","2016-12-13 00:00:00",
47111,2,207426,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207426Orig1s000lbl.pdf","2017-02-06 00:00:00",
45730,1,207449,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207449Orig1s000ltr.pdf","2016-10-31 00:00:00",
45816,2,207449,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207449Orig1s000lbl.pdf","2016-11-04 00:00:00",
52815,1,207457,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/207457Orig1s000ltr.pdf","2018-03-05 00:00:00",
48880,1,207482,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207482Orig1s000ltr.pdf","2017-06-30 00:00:00",
47399,1,207487,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207487Orig1s000ltr.pdf","2017-03-02 00:00:00",
19962,2,207500,"SUPPL",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207500s001,207501s001lbl.pdf","2015-04-28 00:00:00",
32853,1,207500,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/207500Orig1s000ltr.pdf","2015-03-06 00:00:00",
32854,1,207500,"SUPPL",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/207500Orig1s001,207501Orig1s001ltr.pdf","2015-04-06 00:00:00",
40586,2,207500,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207500Orig1s000lbl.pdf","2015-03-06 00:00:00",
43533,3,207500,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207500Orig1207501Orig1s000TOC.cfm","2015-04-03 00:00:00",
44958,21,207500,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207500Orig1207501Orig1s000Lbl.pdf","2015-04-03 00:00:00",
10617,1,207501,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/207501Orig1s000ltr.pdf","2015-03-06 00:00:00",
10618,1,207501,"SUPPL",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/207500Orig1s001,207501Orig1s001ltr.pdf","2015-04-06 00:00:00",
23035,3,207501,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207500Orig1207501Orig1s000TOC.cfm","2015-04-03 00:00:00",
40587,2,207501,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207501Orig1s000lbl.pdf","2015-03-06 00:00:00",
40588,2,207501,"SUPPL",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207500s001,207501s001lbl.pdf","2015-04-28 00:00:00",
44959,21,207501,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207500Orig1207501Orig1s000Lbl.pdf","2015-04-03 00:00:00",
48647,1,207531,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207531Orig1s000TAltr.pdf","2017-06-06 00:00:00",
10619,1,207533,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/207533Orig1s000ltr.pdf","2015-10-13 00:00:00",
19963,2,207533,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207533s000lbl.pdf","2015-10-13 00:00:00",
23036,3,207533,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207533Orig1s000TOC.cfm","2015-10-28 00:00:00",
24526,21,207533,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207533Orig1s000SumR.pdf","2015-10-16 00:00:00",
45097,2,207533,"SUPPL",3,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207533s003lbl.pdf","2016-08-22 00:00:00",
45143,1,207533,"SUPPL",3,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207533Orig1s003ltr.pdf","2016-08-18 00:00:00",
48659,2,207533,"SUPPL",4,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207533s004lbl.pdf","2017-06-06 00:00:00",
48660,8,207533,"SUPPL",4,"0","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207533s004lbl.pdf#page=35","2017-06-06 00:00:00",
48666,1,207533,"SUPPL",4,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207533Orig1s004ltr.pdf","2017-06-07 00:00:00",
47322,2,207533,"SUPPL",6,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207533s006lbl.pdf","2017-02-24 00:00:00",
47406,1,207533,"SUPPL",6,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207533Orig1s006ltr.pdf","2017-03-02 00:00:00",
52123,1,207533,"SUPPL",9,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/207533Orig1s009ltr.pdf","2018-01-30 00:00:00",
48725,2,207534,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207534lbl.pdf","2017-06-15 00:00:00",
48731,1,207534,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/207534Orig1s000ltr.pdf","2017-06-16 00:00:00",
49517,3,207534,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/207534Orig1s0000TOC.cfm","2017-08-23 00:00:00",
55753,1,207534,"SUPPL",3,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/207534Orig1s003ltr.pdf","2018-10-01 00:00:00",
55804,2,207534,"SUPPL",3,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/207534s003lbl.pdf","2018-10-03 00:00:00",
46025,1,207549,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207549Orig1s000ltr.pdf","2016-12-06 00:00:00",
47112,2,207549,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207549Orig1s000lbl.pdf","2017-02-07 00:00:00",
50988,1,207550,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/207550Orig1s000ltr.pdf","2018-01-08 00:00:00",
19964,2,207561,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207561s000lbl.pdf","2015-11-12 00:00:00",
23037,3,207561,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207561Orig1s000TOC.cfm","2015-12-08 00:00:00",
32855,1,207561,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/207561Orig1s000ltr.pdf","2015-11-09 00:00:00",
44960,21,207561,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207561Orig1s000SumR.pdf","2015-12-08 00:00:00",
45242,2,207561,"SUPPL",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207561s001lbl.pdf","2016-09-08 00:00:00",
45248,1,207561,"SUPPL",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207561Orig1s001ltr.pdf","2016-09-09 00:00:00",
52451,20,207561,"ORIG",1,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/207561_Genvoya_clinical_prea.pdf","1900-01-01 00:00:00",
52452,18,207561,"ORIG",1,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/207561_Genvoya_clinpharm_prea.pdf","1900-01-01 00:00:00",
52453,17,207561,"ORIG",1,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/207561_Genvoya_statistical_prea.pdf","1900-01-01 00:00:00",
