"applno","productno","marketingstatusid","tecodestr","tecode"
40658,2,1,"AA",1
40658,3,1,"AA",1
40659,1,1,"AA",1
40659,2,1,"AA",1
40660,1,1,"AA",1
40663,1,1,"AB",2
40663,2,1,"AB",2
40663,3,1,"AB",2
40663,4,1,"AB",2
40663,5,1,"AB",2
40663,6,1,"AB",2
40663,7,1,"AB",2
40663,8,1,"AB",2
40663,9,1,"AB",2
40664,1,1,"AP",52
40665,1,1,"AP",52
40667,2,1,"AB",2
40668,1,1,"AA",1
40671,1,1,"AT",56
40671,2,1,"AT",56
40672,2,1,"AT",56
40673,1,1,"AB",2
40673,2,1,"AB",2
40673,3,1,"AB",2
40674,1,1,"AA",1
40675,1,1,"AA",1
40677,1,1,"AA",1
40677,2,1,"AA",1
40677,3,1,"AA",1
40677,4,1,"AA",1
40682,1,1,"AA",1
40682,2,1,"AA",1
40684,1,1,"AB",2
40686,1,1,"AB",2
40700,1,1,"AB",2
40702,1,1,"AB",2
40702,2,1,"AB",2
40702,3,1,"AB",2
40707,1,1,"AB",2
40708,1,1,"AT",56
40710,1,1,"AT",56
40712,1,1,"AB",2
40712,2,1,"AB",2
40712,3,1,"AB",2
40713,1,1,"AB",2
40715,1,1,"AA",1
40715,2,1,"AA",1
40715,3,1,"AA",1
40716,1,1,"AP",52
40718,1,1,"AA",1
40719,1,1,"AB",2
40719,2,1,"AB",2
40725,1,1,"AA",1
40726,1,1,"AA",1
40727,1,1,"AA",1
40728,1,1,"AA",1
40730,1,1,"AP",52
40731,1,1,"AB",2
40731,2,1,"AB",2
40733,1,1,"AB",2
40733,2,1,"AB",2
40733,3,1,"AB",2
40734,1,1,"AB",2
40734,2,1,"AB",2
40735,2,1,"AB",2
40735,3,1,"AB",2
40736,1,1,"AA",1
40737,1,1,"AP",52
40737,2,1,"AP",52
40743,1,1,"AP",52
40743,2,1,"AP",52
40745,1,1,"AP",52
40745,2,1,"AP",52
40745,3,1,"AP",52
40746,1,1,"AA",1
40746,2,1,"AA",1
40747,1,1,"AA",1
40747,2,1,"AA",1
40749,1,1,"AA",1
40750,1,1,"AB",2
40750,2,1,"AB",2
40750,3,1,"AB",2
40756,1,1,"AA",1
40760,1,1,"AB",2
40761,1,1,"AB",2
40761,2,1,"AB",2
40761,3,1,"AB",2
40762,1,1,"AA",1
40765,1,1,"AB",2
40766,1,1,"AB",2
40767,1,1,"AP",52
40768,1,1,"AP",52
40771,1,1,"AT",56
40773,1,1,"AA",1
40775,1,1,"AA",1
40776,1,1,"AA",1
40777,1,1,"AA",1
40778,1,1,"AA",1
40778,2,1,"AA",1
40779,1,1,"AA",1
40780,1,1,"AB",2
40780,2,1,"AB",2
40781,1,1,"AP",52
40782,1,1,"AB",2
40782,2,1,"AB",2
40782,3,1,"AB",2
40784,1,1,"AP",52
40786,1,1,"AB",2
40787,1,1,"AB",2
40788,1,1,"AB",2
40790,1,1,"AA",1
40792,1,1,"AA",1
40792,2,1,"AB",2
40794,1,1,"AB",2
40794,2,1,"AB",2
40796,1,1,"AA",1
40797,1,1,"AA",1
40797,2,1,"AA",1
40798,1,1,"AP",52
40798,2,1,"AP",52
40802,1,1,"AP",52
40803,1,1,"AP",52
40804,1,1,"AB",2
40804,2,1,"AB",2
40804,3,1,"AB",2
40805,1,1,"AB",2
40805,2,1,"AB",2
40805,3,1,"AB",2
40806,1,1,"AP",52
40807,1,1,"AB",2
40807,2,1,"AB",2
40807,3,1,"AB",2
40808,1,1,"AB",2
40808,2,1,"AB",2
40808,3,1,"AB",2
40810,1,1,"AB",2
40810,2,1,"AB",2
40811,1,1,"AP",52
40812,1,1,"AB",2
40812,2,1,"AB",2
40812,3,1,"AB",2
40814,1,1,"AA",1
40821,1,1,"AA",1
40821,2,1,"AA",1
40823,1,1,"AA",1
40832,1,1,"AB",2
40833,1,1,"AA",1
40838,1,1,"AA",1
40840,1,1,"AB",2
40840,2,1,"AB",2
40840,3,1,"AB",2
40841,1,1,"AB",2
40842,1,1,"AB",2
40843,1,1,"AP",52
40843,2,1,"AP",52
40843,3,1,"AP",52
40843,4,1,"AP",52
40844,1,1,"AA",1
40844,2,1,"AA",1
40846,1,1,"AA",1
40847,1,1,"AA",1
40847,2,1,"AA",1
40850,1,1,"AP",52
40851,1,1,"AA",1
40851,2,1,"AA",1
40851,3,1,"AA",1
40853,1,1,"AP",52
40855,1,1,"AA",1
40855,2,1,"AA",1
40855,3,1,"AA",1
40855,4,1,"AA",1
40857,1,1,"AB",2
40859,1,1,"AP",52
40860,1,1,"AB",2
40863,1,1,"AB",2
40863,2,1,"AB",2
40863,3,1,"AB",2
40865,1,1,"AA",1
40866,1,1,"AB",2
40866,2,1,"AB",2
40870,1,1,"AB",2
40870,2,1,"AB",2
40874,1,1,"AB",2
40874,2,1,"AB",2
40874,3,1,"AB",2
40875,1,1,"AA",1
40876,1,1,"AA",1
40879,1,1,"AT",56
40882,1,1,"AA",1
40884,1,1,"AB",2
40885,1,1,"AA",1
40886,1,1,"AA",1
40886,2,1,"AA",1
40887,1,1,"AA",1
40888,1,1,"AP",52
40888,2,1,"AP",52
40888,3,1,"AP",52
40888,4,1,"AP",52
40888,5,1,"AP",52
40889,1,1,"AP",52
40891,1,1,"AA",1
40893,1,1,"AA",1
40893,3,1,"AA",1
40894,1,1,"AA",1
40901,1,1,"AA",1
40901,2,1,"AA",1
40901,3,1,"AA",1
40901,4,1,"AA",1
40902,1,1,"AA",1
40903,1,1,"AB",2
40903,2,1,"AB",2
40903,3,1,"AB",2
40904,1,1,"AB",2
40905,1,1,"AA",1
40907,1,1,"AB",2
40907,2,1,"AB",2
40911,1,1,"AT",56
50006,1,1,"AB",2
50007,2,1,"AB",2
50023,2,1,"AT",56
50065,2,1,"AT",56
50095,1,1,"AP",52
50108,2,1,"AP",52
50141,1,1,"BC",130
50162,1,1,"AB",2
50162,2,1,"AB",2
50162,3,1,"AB",2
50278,1,1,"AB",2
50278,3,1,"AB",2
50317,1,1,"AP",52
50405,2,1,"AB",2
50405,3,1,"AB",2
50405,5,1,"AB",2
50417,1,1,"AT",56
50420,1,1,"AB",2
50429,1,1,"AB",2
50441,1,1,"AP",52
50475,1,1,"AB",2
50475,2,1,"AB",2
50536,1,1,"AB",2
50537,1,1,"AT",56
50537,2,1,"AT",56
50541,1,1,"AT",56
50557,1,1,"AB",2
50558,2,1,"AB",2
50558,3,1,"AP",52
50558,4,1,"AP",52
50567,1,1,"AT",56
50573,1,1,"AP",52
50574,1,1,"AB2",20
50575,2,1,"AB",2
50578,1,1,"AP",52
50578,2,1,"AP",52
50578,3,1,"AP",52
50578,4,1,"AP",52
50580,2,1,"AP",52
50580,3,1,"AP",52
50587,2,1,"AP",52
50588,1,1,"AP",52
50588,2,1,"AP",52
50592,1,1,"AB",2
50600,1,1,"AB",2
50606,1,1,"AB",2
50606,2,1,"AB",2
50608,1,1,"AP",52
50608,2,1,"AP",52
50608,5,1,"AP",52
50609,1,1,"AP",52
50615,1,1,"AB",2
50617,1,1,"AT",56
50625,1,1,"AB2",20
50625,2,1,"AB2",20
50625,3,1,"BX",151
50627,1,1,"AP",52
50629,1,1,"AP",52
50629,2,1,"AP",52
50639,1,1,"AP",52
50639,2,1,"AP",52
50639,3,1,"AP",52
50641,1,1,"AB",2
50641,2,1,"AB",2
50641,3,1,"AB",2
50649,1,1,"AB",2
50649,2,1,"AB",2
50662,1,1,"AB",2
50662,2,1,"AB",2
50679,1,1,"AP",52
50679,2,1,"AP",52
50679,3,1,"AP",52
50680,2,1,"AB",2
50682,1,1,"AP",52
50684,1,1,"AP",52
50684,2,1,"AP",52
50684,3,1,"AP",52
50684,4,1,"AP",52
50689,1,1,"AB",2
50706,1,1,"AP",52
50706,3,1,"AP",52
50708,1,1,"AB",2
50708,2,1,"AB",2
50708,3,1,"AB",2
50709,1,1,"AP",52
50710,1,1,"AB",2
50710,2,1,"AB",2
50711,1,1,"AB",2
50715,1,1,"AB1",3
50715,2,1,"AB1",3
50716,1,1,"AB1",3
50718,1,1,"AB",2
50718,2,1,"AB",2
50720,1,1,"AB",2
50722,1,1,"AB",2
50723,1,1,"AB",2
50730,1,1,"AB",2
50731,1,1,"AP",52
50733,1,1,"AP",52
50734,1,1,"AP",52
50741,1,1,"AB",2
50742,2,1,"AB",2
50753,1,1,"AN",50
50756,1,1,"AB",2
50758,1,1,"AP",52
50759,1,1,"AB",2
50777,1,1,"AB",2
50777,2,1,"AB",2
50778,1,1,"AP",52
50778,2,1,"AP",52
50780,1,1,"AP",52
50780,2,1,"AP",52
50782,1,1,"BT",147
50784,1,1,"AB",2
50785,1,1,"AB",2
50788,1,1,"BX",151
50789,1,1,"AP",52
50791,1,1,"AB",2
50791,2,1,"AB",2
50794,1,1,"AP",52
50795,1,1,"AB",2
50795,2,1,"AB",2
50795,3,1,"AB",2
50795,5,1,"AB",2
50795,6,1,"AB",2
50796,1,1,"AP",52
50796,2,1,"AP",52
50801,1,1,"AT",56
50802,1,1,"AB",2
50803,1,1,"BX",151
50808,4,1,"AB",2
50808,5,1,"AB",2
50808,6,1,"AB",2
50808,7,1,"AB",2
50819,1,1,"AB",2
50819,2,1,"AB",2
60304,1,1,"AA",1
60456,1,1,"AA",1
60456,2,1,"AA",1
60582,1,1,"AT",56
60613,1,1,"AT",56
60657,2,1,"AP",52
60657,3,1,"AP",52
60707,1,1,"AT",56
60707,2,1,"AT",56
60711,2,1,"AB",2
60711,3,1,"AB",2
60716,1,1,"AP",52
60733,2,1,"AP",52
60764,2,1,"AT",56
61395,1,1,"AP",52
61395,2,1,"AP",52
61395,3,1,"AP",52
61395,4,1,"AP",52
61395,5,1,"AP",52
61395,6,1,"AP",52
61454,1,1,"AB",2
61454,3,1,"AB",2
61621,1,1,"AB",2
61621,2,1,"AB",2
61773,2,1,"AP",52
61773,3,1,"AP",52
61773,4,1,"AP",52
61837,1,1,"AB",2
61837,2,1,"AB",2
61904,1,1,"BX",151
61905,2,1,"BX",151
61926,1,1,"AB",2
61926,3,1,"AB",2
61931,1,1,"AB",2
61931,2,1,"AB",2
61931,3,1,"AB",2
61966,1,1,"AT",56
62031,1,1,"AB",2
62031,2,1,"AB",2
62058,1,1,"AB",2
62058,2,1,"AB",2
62124,2,1,"AT",56
62129,1,1,"AT",56
62196,1,1,"AT",56
62216,1,1,"AB",2
62216,4,1,"AB",2
62225,1,1,"AT",56
62226,1,1,"AB",2
62226,2,1,"AB",2
62226,3,1,"AB",2
62226,4,1,"AB",2
62226,5,1,"AB",2
62269,2,1,"AB",2
62286,1,1,"AB",2
62286,2,1,"AB",2
62303,1,1,"AB",2
62307,1,1,"AT",56
62337,1,1,"AB",2
62337,2,1,"AB",2
62341,1,1,"AT",56
62351,1,1,"AT",56
62364,1,1,"AT",56
62366,1,1,"AP",52
62366,2,1,"AP",52
62367,1,1,"AT",56
62373,2,1,"AP",52
62373,5,1,"AP",52
62373,7,1,"AP",52
62373,8,1,"AP",52
62396,1,1,"AB",2
62396,2,1,"AB",2
62414,1,1,"AP",52
62414,3,1,"AP",52
62414,8,1,"AP",52
62414,10,1,"AP",52
62420,1,1,"AP",52
62420,2,1,"AP",52
62421,1,1,"AB",2
62423,1,1,"AT",56
62432,1,1,"AB",2
62447,1,1,"AT",56
62452,1,1,"AT",56
62472,1,1,"AT",56
62474,1,1,"AA",1
62475,1,1,"AP",52
62475,2,1,"AP",52
62477,1,1,"AT",56
62488,1,1,"AT",56
62500,1,1,"AB",2
62500,2,1,"AB",2
62505,1,1,"AB",2
62506,1,1,"AA",1
62512,1,1,"AA",1
62517,1,1,"AA",1
62527,2,1,"AP",52
62527,3,1,"AP",52
62527,4,1,"AP",52
62533,1,1,"AT",56
62535,1,1,"AT",56
62569,1,1,"AP",52
62599,1,1,"AT",56
62602,1,1,"AT",56
62612,4,1,"AP",52
62635,1,1,"AT",56
62638,1,1,"AP",52
62640,2,1,"AP",52
62640,3,1,"AP",52
62640,4,1,"AP",52
62644,1,1,"AA",1
62662,1,1,"AP",52
62662,2,1,"AP",52
62662,3,1,"AP",52
62662,4,1,"AP",52
62663,1,1,"AP",52
62663,2,1,"AP",52
62663,3,1,"AP",52
62663,4,1,"AP",52
62663,5,1,"AP",52
62664,1,1,"AT",56
62676,1,1,"AB",2
62676,2,1,"AB",2
62677,1,1,"AB",2
62702,1,1,"AB",2
62702,2,1,"AB",2
62703,1,1,"AB",2
62703,2,1,"AB",2
62713,1,1,"AB",2
62713,2,1,"AB",2
62719,1,1,"AP",52
62719,2,1,"AP",52
62719,3,1,"AP",52
62732,1,1,"AP",52
62732,2,1,"AP",52
62733,1,1,"AT",56
62738,1,1,"AP",52
62738,2,1,"AP",52
62746,1,1,"AB",2
62752,1,1,"AB",2
62752,2,1,"AB",2
62772,1,1,"AP",52
62772,3,1,"AP",52
62772,6,1,"AP",52
62772,7,1,"AP",52
62791,1,1,"AB",2
62791,2,1,"AB",2
62797,2,1,"AP",52
62800,1,1,"AP",52
62801,1,1,"AP",52
62803,1,1,"AP",52
62811,1,1,"AT",56
62825,1,1,"AT",56
62831,1,1,"AP",52
62831,2,1,"AP",52
62831,3,1,"AP",52
62838,1,1,"AA",1
62840,1,1,"AT",56
62876,1,1,"AA",1
62881,1,1,"AB",2
62882,1,1,"AB",2
62883,1,1,"AB",2
62884,1,1,"AB",2
62889,1,1,"AP",52
62901,1,1,"AP",52
62901,2,1,"AP",52
62911,1,1,"AP",52
62912,1,1,"AP",52
62912,2,1,"AP",52
62921,1,1,"AP",52
62921,2,1,"AP",52
62921,3,1,"AP",52
62927,1,1,"AB",2
62927,2,1,"AB",2
62931,1,1,"AP",52
62933,1,1,"AP",52
62933,2,1,"AP",52
62935,1,1,"AB",2
62936,1,1,"AB",2
62938,1,1,"AT",56
62943,1,1,"AP",52
62949,1,1,"AT",56
62975,1,1,"AP",52
62981,1,1,"AA",1
62981,2,1,"AA",1
63000,1,1,"AP",52
63009,1,1,"AB",2
63009,2,1,"AB",2
63011,1,1,"AB",2
63029,1,1,"AB",2
63029,2,1,"AB",2
63038,1,1,"AT",56
63065,1,1,"AB",2
63065,2,1,"AB",2
63067,1,1,"AB",2
63067,2,1,"AB",2
63067,3,1,"AB",2
63076,1,1,"AP",52
63083,1,1,"AB",2
63083,2,1,"AB",2
63097,1,1,"AP",52
63097,2,1,"AP",52
63097,3,1,"AP",52
63100,1,1,"AP",52
63111,1,1,"AP",52
63112,1,1,"AP",52
63117,1,1,"AP",52
63142,1,1,"AP",52
63181,1,1,"AB",2
63211,1,1,"AT",56
63277,1,1,"AP",52
63305,1,1,"AT",56
63313,1,1,"AP",52
63315,1,1,"AP",52
63329,1,1,"AT",56
63336,1,1,"AP",52
63336,4,1,"AP",52
64022,1,1,"AT",56
64028,1,1,"AT",56
64030,1,1,"AT",56
64032,1,1,"AP",52
64032,2,1,"AP",52
64042,1,1,"AA",1
64045,2,1,"AP",52
64046,1,1,"AT",56
64047,1,1,"AT",56
64048,1,1,"AT",56
64050,1,1,"AT",56
64052,1,1,"AT",56
64053,1,1,"AT",56
64054,1,1,"AT",56
64056,1,1,"AT",56
64063,1,1,"AT",56
64064,1,1,"AT",56
64065,1,1,"AT",56
64067,1,1,"AT",56
64068,1,1,"AT",56
64071,1,1,"AB",2
64071,2,1,"AB",2
64076,1,1,"AB",2
64076,2,1,"AB",2
64082,1,1,"AB",2
64082,2,1,"AB",2
64093,1,1,"AT",56
64096,1,1,"AT",56
64097,1,1,"AP",52
64103,1,1,"AP",52
64118,1,1,"AT",56
64120,1,1,"AT",56
64124,1,1,"AP",52
64125,1,1,"AB",2
64125,2,1,"AP",52
64126,1,1,"AT",56
64134,1,1,"AB",2
64135,1,1,"AT",56
64136,1,1,"AT",56
64140,1,1,"AP",52
64140,2,1,"AP",52
64142,1,1,"AA",1
64144,1,1,"AP",52
64144,2,1,"AP",52
64144,3,1,"AP",52
64150,1,1,"AB",2
64150,2,1,"AB",2
64153,1,1,"AP",52
64159,1,1,"AT",56
64160,1,1,"AB",2
64163,1,1,"AT",56
64171,1,1,"AA",1
64180,1,1,"AP",52
64180,2,1,"AP",52
64184,1,1,"AT",56
64211,1,1,"AT",56
64216,1,1,"AP",52
64217,1,1,"AP",52
65000,1,1,"AP",52
65003,1,1,"AB1",3
65003,3,1,"AB1",3
65004,1,1,"AP",52
65005,1,1,"AB",2
65005,2,1,"AB",2
65005,3,1,"AB",2
65006,1,1,"AT",56
65013,1,1,"AP",52
65017,1,1,"AB1",3
65017,2,1,"AB1",3
65022,1,1,"AT",56
65024,1,1,"AT",56
65025,1,1,"AB1",3
65026,1,1,"AT",56
65028,1,1,"AB",2
65028,2,1,"AB",2
65031,1,1,"AP",52
65031,2,1,"AP",52
65033,1,1,"AP",52
65033,2,1,"AP",52
65035,1,1,"AP",52
65036,1,1,"AP",52
65040,1,1,"AB2",20
65040,2,1,"AB2",20
65042,1,1,"AP",52
65042,2,1,"AP",52
65044,1,1,"AB1",3
65044,2,1,"AB1",3
65046,1,1,"AP",52
65047,1,1,"AP",52
65047,2,1,"AP",52
65048,1,1,"AB",2
65048,2,1,"AP",52
65049,1,1,"AT",56
65050,1,1,"AP",52
65051,1,1,"AP",52
65051,2,1,"AP",52
65053,1,1,"AB",2
65053,2,1,"AB",2
65053,3,1,"AB",2
65054,1,1,"AB1",3
65055,1,1,"AB",2
65055,2,1,"AB",2
65055,3,1,"AB",2
65056,1,1,"AB",2
65056,2,1,"AB",2
65061,1,1,"AB",2
65061,2,1,"AB",2
65062,1,1,"AB",2
65062,2,1,"AB",2
65062,3,1,"AB",2
65063,1,1,"AB",2
65064,1,1,"AB",2
65066,1,1,"AB",2
65066,2,1,"AB",2
65067,1,1,"AB",2
65069,1,1,"AB",2
65069,2,1,"AB",2
65070,1,1,"AB",2
65070,2,1,"AB",2
65070,3,1,"AB",2
65070,4,1,"AB",2
65071,1,1,"AP",52
65072,1,1,"AP",52
65072,2,1,"AP",52
65072,3,1,"AP",52
65074,1,1,"AP",52
65074,2,1,"AP",52
65076,1,1,"AP",52
65078,1,1,"AB1",3
65079,2,1,"AP",52
65079,3,1,"AP",52
65085,1,1,"AB",2
65088,1,1,"AT",56
65089,1,1,"AB",2
65089,2,1,"AB",2
65093,1,1,"AB",2
65095,1,1,"AB",2
65096,1,1,"AB",2
65098,1,1,"AB",2
65098,2,1,"AB",2
65101,1,1,"AB",2
65106,1,1,"AT",56
65108,1,1,"AT",56
65110,2,1,"AB1",3
65110,3,1,"AB1",3
65112,1,1,"AB",2
65116,1,1,"AP",52
65117,1,1,"AB",2
65119,1,1,"AB",2
65119,2,1,"AB",2
65121,1,1,"AT",56
65122,1,1,"AP",52
65122,2,1,"AP",52
65123,1,1,"AB",2
65125,1,1,"AP",52
65125,2,1,"AP",52
65125,3,1,"AP",52
65125,4,1,"AP",52
65129,1,1,"AB",2
65131,1,1,"AB",2
65131,2,1,"AB",2
65131,3,1,"AB",2
65133,1,1,"AB2",20
65134,1,1,"AB",2
65135,1,1,"AB",2
65135,2,1,"AB",2
65136,1,1,"AB",2
65138,1,1,"AT",56
65139,1,1,"AB",2
65143,1,1,"AP",52
65144,1,1,"AB",2
65145,1,1,"AB",2
65146,1,1,"AB",2
65146,2,1,"AB",2
65148,1,1,"AA",1
65149,2,1,"AP",52
65149,3,1,"AP",52
65150,1,1,"AB",2
65151,1,1,"AP",52
65152,1,1,"AB",2
65152,2,1,"AB",2
65153,1,1,"AB",2
65154,1,1,"AB",2
65155,1,1,"AB",2
65155,2,1,"AB",2
65156,1,1,"AB",2
65156,2,1,"AB",2
65156,3,1,"AB",2
65162,1,1,"AB",2
65163,1,1,"AB",2
65166,1,1,"AB",2
65166,2,1,"AB",2
65166,3,1,"AB",2
65168,1,1,"AP",52
65169,1,1,"AP",52
65169,2,1,"AP",52
65169,3,1,"AP",52
65169,4,1,"AP",52
65170,1,1,"AB",2
65171,1,1,"AB",2
65171,2,1,"AB",2
65173,1,1,"AA",1
65175,1,1,"AT",56
65176,1,1,"AP",52
65176,2,1,"AP",52
65177,1,1,"AP",52
65178,1,1,"AB",2
65178,2,1,"AB",2
65179,1,1,"AP",52
65180,1,1,"AP",52
65183,1,1,"AT",56
65184,1,1,"AT",56
65185,1,1,"AP",52
65185,2,1,"AP",52
65187,1,1,"AT",56
65188,1,1,"AP",52
65189,1,1,"AB",2
65190,1,1,"AB",2
65190,2,1,"AB",2
65191,1,1,"AB",2
65191,2,1,"AB",2
65192,1,1,"AB",2
65193,1,1,"AB",2
65194,1,1,"AB",2
65194,2,1,"AB",2
65196,1,1,"AP",52
65197,1,1,"AP",52
65197,2,1,"AP",52
65197,3,1,"AP",52
65200,1,1,"AB",2
65203,1,1,"AT",56
65204,1,1,"AP",52
65204,2,1,"AP",52
65206,1,1,"AP",52
65208,1,1,"AB",2
65208,2,1,"AB",2
65209,1,1,"AB",2
65211,1,1,"AB",2
65212,1,1,"AB",2
65213,1,1,"AT",56
65214,1,1,"AP",52
65214,2,1,"AP",52
65215,1,1,"AB",2
65215,2,1,"AB",2
65217,1,1,"AB",2
65217,2,1,"AB",2
65217,3,1,"AB",2
65218,1,1,"AB",2
65219,1,1,"AT",56
65220,1,1,"AA",1
65222,1,1,"AP",52
65222,2,1,"AP",52
65223,1,1,"AB",2
65225,1,1,"AB",2
65226,1,1,"AP",52
65226,2,1,"AP",52
65228,1,1,"AB",2
65228,2,1,"AB",2
65229,1,1,"AB",2
65229,2,1,"AB",2
65230,1,1,"AP",52
65230,2,1,"AP",52
65230,3,1,"AP",52
65230,4,1,"AP",52
65232,1,1,"AP",52
65234,1,1,"AB",2
65234,2,1,"AB",2
65235,1,1,"AB",2
65235,2,1,"AB",2
65236,1,1,"AB",2
65236,2,1,"AB",2
65238,1,1,"AP",52
65238,2,1,"AP",52
65239,1,1,"AP",52
65240,1,1,"AP",52
65241,1,1,"AP",52
65241,2,1,"AP",52
65242,1,1,"AB",2
65242,2,1,"AB",2
65243,1,1,"AB",2
65243,2,1,"AB",2
65243,3,1,"AB",2
65244,1,1,"AP",52
65246,1,1,"AB",2
65246,2,1,"AB",2
65247,1,1,"AP",52
65248,1,1,"AB",2
65248,2,1,"AB",2
65253,1,1,"AB",2
65253,2,1,"AB",2
65254,1,1,"AT",56
65255,1,1,"AB",2
65256,1,1,"AB",2
65256,2,1,"AB",2
65257,1,1,"AB",2
65257,2,1,"AB",2
65259,1,1,"AB",2
65259,2,1,"AB",2
65260,1,1,"AB",2
65261,1,1,"AB",2
65261,2,1,"AB",2
65264,1,1,"AB",2
65266,1,1,"AB",2
65266,2,1,"AB",2
65267,1,1,"AB",2
65267,2,1,"AB",2
65271,1,1,"AB",2
65271,2,1,"AB",2
65275,1,1,"AP",52
65276,1,1,"AB",2
65276,2,1,"AB",2
65277,1,1,"AB",2
65282,1,1,"AB",2
65283,2,1,"AB",2
65283,3,1,"AB",2
65284,1,1,"AB",2
65284,2,1,"AB",2
65285,1,1,"AB",2
65285,2,1,"AB",2
65285,3,1,"AB",2
65285,4,1,"AB",2
65287,1,1,"AB",2
65288,1,1,"AP",52
65289,1,1,"AP",52
65289,2,1,"AP",52
65290,1,1,"AP",52
65290,2,1,"AP",52
65290,3,1,"AP",52
65291,1,1,"AB",2
65291,2,1,"AB",2
65292,1,1,"AP",52
65293,1,1,"AP",52
65293,2,1,"AP",52
65301,1,1,"AB",2
65302,3,1,"AB",2
65303,1,1,"AP",52
65303,2,1,"AP",52
65305,1,1,"AP",52
65305,2,1,"AP",52
65305,3,1,"AP",52
65305,4,1,"AP",52
65306,1,1,"AP",52
65307,2,1,"AB",2
65307,3,1,"AB",2
65308,1,1,"AB",2
65308,2,1,"AB",2
65308,3,1,"AB",2
65309,1,1,"AB",2
65310,1,1,"AP",52
65310,2,1,"AP",52
65311,1,1,"AB",2
65312,1,1,"AP",52
65313,1,1,"AP",52
65313,2,1,"AP",52
65314,1,1,"AP",52
65315,1,1,"AT",56
65316,1,1,"AP",52
65316,2,1,"AP",52
65319,2,1,"AB",2
65322,1,1,"AB",2
65322,2,1,"AB",2
65325,1,1,"AB",2
65325,2,1,"AB",2
65326,1,1,"AB",2
65326,2,1,"AB",2
65327,1,1,"AB",2
65327,2,1,"AB",2
65328,1,1,"AP",52
65329,1,1,"AP",52
65329,2,1,"AP",52
65329,3,1,"AP",52
65330,1,1,"AB",2
65331,1,1,"AP",52
65331,2,1,"AP",52
65332,1,1,"AB",2
65332,2,1,"AB",2
65334,1,1,"AB",2
65334,2,1,"AB",2
65336,1,1,"AB",2
65336,2,1,"AB",2
65337,1,1,"AB",2
65337,2,1,"AB",2
65340,1,1,"AB",2
65340,2,1,"AB",2
65342,1,1,"AP",52
65342,2,1,"AP",52
65342,3,1,"AP",52
65342,4,1,"AP",52
65343,1,1,"AP",52
65343,3,1,"AP",52
65343,4,1,"AP",52
65345,1,1,"AP",52
65346,1,1,"AP",52
65347,1,1,"AP",52
65349,1,1,"AB",2
65349,2,1,"AB",2
65350,1,1,"AB",2
65350,2,1,"AB",2
65351,1,1,"AB",2
65351,2,1,"AB",2
65352,1,1,"AB",2
65354,1,1,"AB",2
65355,1,1,"AB",2
65356,1,1,"AB",2
65356,2,1,"AB",2
65356,3,1,"AB",2
65356,4,1,"AB",2
65358,1,1,"AB",2
65359,1,1,"AB",2
65359,2,1,"AB",2
65359,3,1,"AB",2
65360,1,1,"AB",2
65361,1,1,"AP",52
65361,2,1,"AP",52
65362,1,1,"AP",52
65362,2,1,"AP",52
65362,3,1,"AP",52
65363,1,1,"AP",52
65363,2,1,"AP",52
65363,3,1,"AP",52
65364,1,1,"AP",52
65368,1,1,"AB",2
65369,1,1,"AP",52
65369,2,1,"AP",52
65369,3,1,"AP",52
65370,1,1,"AB",2
65370,2,1,"AB",2
65372,1,1,"AP",52
65373,1,1,"AB",2
65374,1,1,"AP",52
65374,2,1,"AP",52
65375,1,1,"AP",52
65377,1,1,"AB",2
65377,2,1,"AB",2
65377,3,1,"AB",2
65378,1,1,"AB",2
65378,2,1,"AB",2
65379,1,1,"AB",2
65381,1,1,"AB",2
65381,2,1,"AB",2
65384,1,1,"AB",2
65384,2,1,"AB",2
65385,1,1,"AB",2
65386,1,1,"AP",52
65386,2,1,"AP",52
65386,3,1,"AP",52
65387,1,1,"AB",2
65387,2,1,"AB",2
65388,1,1,"AB",2
65388,2,1,"AB",2
65389,1,1,"AB",2
65389,2,1,"AB",2
65390,1,1,"AB",2
65390,2,1,"AB",2
65391,1,1,"AP",52
65391,2,1,"AP",52
65391,3,1,"AP",52
65392,1,1,"AB",2
65394,1,1,"AB",2
65396,1,1,"AB",2
65396,2,1,"AB",2
65397,1,1,"AP",52
65397,2,1,"AP",52
65398,1,1,"AB",2
65399,1,1,"AB",2
65400,1,1,"AB",2
65401,1,1,"AP",52
65401,2,1,"AP",52
65403,1,1,"AP",52
65404,1,1,"AB",2
65405,1,1,"AB",2
65406,1,1,"AP",52
65406,2,1,"AP",52
65407,1,1,"AP",52
65408,1,1,"AP",52
65408,2,1,"AP",52
65408,3,1,"AP",52
65408,4,1,"AP",52
65409,1,1,"AB",2
65409,2,1,"AB",2
65410,1,1,"AB",2
65411,1,1,"AP",52
65411,2,1,"AP",52
65413,1,1,"AB",2
65414,1,1,"AP",52
65414,2,1,"AP",52
65415,1,1,"AP",52
65416,1,1,"AB",2
65418,1,1,"AB",2
65419,1,1,"AB",2
65419,2,1,"AB",2
65420,1,1,"AB",2
65421,1,1,"AP",52
65422,1,1,"AA",1
65425,1,1,"AB",2
65425,2,1,"AB",2
65427,1,1,"AB",2
65428,1,1,"AB",2
65428,2,1,"AB",2
65429,1,1,"AB",2
65429,2,1,"AB",2
65431,1,1,"AB",2
65432,1,1,"AP",52
65434,1,1,"AB",2
65435,1,1,"AB",2
